test_case_id,rule_id,description,input_fields,expected_outcome,source
TC-AUTO-0471,CAL117-005B,Auto baseline for CAL117-005B: Default BMI factor to 1.000 when low BMI criteria are not met,Given the patient does not meet low BMI criteria | When the BMI factor is applied | Example: height_cm=170; weight_kg=50,Then the BMI factor is 1.000 And no low BMI adjustment is applied,Synthetic (auto-derived)
TC-AUTO-0472,CAL117-009,Auto baseline for CAL117-009: Apply onset adjustment factor,Given dialysis start date and service date are present | When dialysis onset days are calculated | Example: dialysis_start_date=2021-01-01; service_date=2021-04-30; claim_date=2021-01-15,Then adult claims within 120 days receive the onset factor And others receive a factor of 1.000,Synthetic (auto-derived)
TC-AUTO-0473,CAL117-011,Auto baseline for CAL117-011: Select bundled comorbid multiplier,Given comorbid data and CWF return codes are available | When the comorbidity adjustment is selected,Then the highest paying comorbid category is applied And comorbid tracking flags are updated,Synthetic (auto-derived)
TC-AUTO-0474,CAL117-012,Auto baseline for CAL117-012: Apply low volume multiplier for adults,Given provider low volume indicator is Y | When low-volume eligibility is evaluated | Example: dob=2010-01-01; thru_date=2021-01-31; low_volume_ind=Y,Then adult claims receive the low volume multiplier And pediatric claims default to 1.000,Synthetic (auto-derived)
TC-AUTO-0475,CAL117-014,Auto baseline for CAL117-014: Compute adjusted base wage amount,Given all bundled case-mix factors are available | When the base payment is adjusted | Example: dob=1970-01-01; thru_date=2021-01-31,Then the base wage amount is multiplied by the case-mix factors And the adjusted base wage amount is stored,Synthetic (auto-derived)
TC-AUTO-0476,CAL117-015,Auto baseline for CAL117-015: Apply training add-on or per-diem logic,Given the claim includes condition and revenue codes | When training or per-diem eligibility is evaluated | Example: rev_code=0821,Then training add-on or per-diem amounts are computed as appropriate And non-eligible claims receive zero add-on,Synthetic (auto-derived)
TC-AUTO-0477,CAL117-021,Auto baseline for CAL117-021: Calculate outlier payment,Given the claim includes outlier charge data and required case-mix inputs | When outlier payment is calculated | Example: outlier_total=2000.00; imputed_map=50.00; predicted_map=30.00,Then the outlier payment is computed using predicted vs imputed MAP And per-diem adjustments are applied when applicable,Synthetic (auto-derived)
TC-AUTO-0478,CAL117-023,Auto baseline for CAL117-023: Compute low-volume recovery payment,Given the low-volume indicator is set for an adult claim | When low-volume recovery is calculated | Example: outlier_total=2000.00; imputed_map=50.00; predicted_map=30.00; low_volume_ind=Y,Then low-volume PPS and outlier payments are recalculated And the recovery amount is stored,Synthetic (auto-derived)
TC-AUTO-0479,CAL117-022,Auto baseline for CAL117-022: Assign return code based on adjustment combinations,Given the claim has one or more adjustment tracking flags set | When the return code is determined,Then the return code reflects the correct adjustment combination And the return code is set for output,Synthetic (auto-derived)
TC-AUTO-0480,DRV-WAGE-001,Auto baseline for DRV-WAGE-001: Locate MSA wage adjusted rate or return RTC 60,Given a claim includes an MSA code | When the wage index is looked up for the claim date | Example: dob=1970-01-01; thru_date=2021-01-31; cbsa=10180; wage_index=1.0500; base_rate=100.00; claim_date=2021-01-15,Then the wage rate is retrieved when the MSA is found And missing MSA results return code 60,Synthetic (auto-derived)
TC-AUTO-0481,DRV-WAGE-002,Auto baseline for DRV-WAGE-002: Select effective MSA wage rate for claim date,Given a claim includes an MSA code and effective dates | When effective dates are compared to the claim date | Example: dob=1970-01-01; thru_date=2021-01-31; cbsa=10180; wage_index=1.0500; base_rate=100.00; claim_date=2021-01-15,Then the most recent effective wage rates are selected And if none are found the wage rates are set to zero,Synthetic (auto-derived)
TC-AUTO-0482,DRV-WAGE-003,Auto baseline for DRV-WAGE-003: Use special wage index when special payment indicator is set,"Given the special payment indicator is set to ""1"" | When the wage index is looked up | Example: spec_payment_ind=1; height_cm=170; weight_kg=70; dob=1970-01-01; thru_date=2021-01-31; cbsa=10180; wage_index=1.0500",Then the provider-supplied special wage index is used And standard CBSA lookup is bypassed,Synthetic (auto-derived)
TC-AUTO-0483,DRV-WAGE-004,Auto baseline for DRV-WAGE-004: Locate composite CBSA wage index or return RTC 60/61,Given a claim includes a CBSA code | When the wage index is looked up for the claim date | Example: height_cm=170; weight_kg=70; dob=1970-01-01; thru_date=2021-01-31; cbsa=10180; wage_index=1.0500; claim_date=2021-01-15,Then the composite wage index is retrieved when the CBSA is found And missing CBSA results in return code 60 or 61 depending on runtime,Synthetic (auto-derived)
TC-AUTO-0484,DRV-WAGE-005,Auto baseline for DRV-WAGE-005: Select effective composite CBSA wage index for claim date,Given a claim includes a CBSA code and effective dates | When effective dates are compared to the claim date | Example: height_cm=170; weight_kg=70; dob=1970-01-01; thru_date=2021-01-31; cbsa=10180; wage_index=1.0500; claim_date=2021-01-15,Then the most recent effective composite wage index is selected And if none are found the composite wage index is set to zero,Synthetic (auto-derived)
TC-AUTO-0485,DRV-WAGE-006,Auto baseline for DRV-WAGE-006: Use special wage index for bundled CBSA lookup,"Given the special payment indicator is set to ""1"" | When the wage index is looked up | Example: spec_payment_ind=1; height_cm=170; weight_kg=70; dob=1970-01-01; thru_date=2021-01-31; cbsa=10180; wage_index=1.0500",Then the provider-supplied special wage index is used And standard bundled CBSA lookup is bypassed,Synthetic (auto-derived)
TC-AUTO-0486,REF-CHILD-001,Auto baseline for REF-CHILD-001: Use children's hospital provider override values,Given a provider matches a children's hospital entry | When the children\'s hospital override list is checked | Example: dob=1970-01-01; thru_date=2021-01-31; cbsa=10180; wage_index=1.0500,Then the mapped wage index override is available for use And the override list contains provider-specific wage indexes,Synthetic (auto-derived)
TC-AUTO-0487,REF-BUN-001,Auto baseline for REF-BUN-001: Use bundled CBSA date table for effective dating,Given a claim date is evaluated for bundled wage index lookup | When bundled wage index effective dates are applied | Example: height_cm=170; weight_kg=70; dob=1970-01-01; thru_date=2021-01-31; cbsa=10180; wage_index=1.0500; claim_date=2021-01-15,Then the effective date table provides the correct date code And the date table governs bundled CBSA selection,Synthetic (auto-derived)
TC-AUTO-0488,REF-BUN-002,Auto baseline for REF-BUN-002: Use bundled CBSA mapping entries for lookup,Given a claim includes a CBSA code | When the bundled CBSA mapping is looked up | Example: height_cm=170; weight_kg=70; dob=1970-01-01; thru_date=2021-01-31; cbsa=10180; wage_index=1.0500,Then the CBSA entry is found using the bundled table mapping And the mapping points to the correct wage index record,Synthetic (auto-derived)
TC-AUTO-0489,REF-COM-001,Auto baseline for REF-COM-001: Use composite CBSA date table for effective dating,Given a claim date is evaluated for composite wage index lookup | When composite wage index effective dates are applied | Example: height_cm=170; weight_kg=70; dob=1970-01-01; thru_date=2021-01-31; cbsa=10180; wage_index=1.0500; claim_date=2021-01-15,Then the effective date table provides the correct date code And the date table governs composite CBSA selection,Synthetic (auto-derived)
TC-AUTO-0490,REF-COM-002,Auto baseline for REF-COM-002: Use composite CBSA mapping entries for lookup,Given a claim includes a CBSA code | When the composite CBSA mapping is looked up | Example: height_cm=170; weight_kg=70; dob=1970-01-01; thru_date=2021-01-31; cbsa=10180; wage_index=1.0500,Then the CBSA entry is found using the composite table mapping And the mapping points to the correct wage index record,Synthetic (auto-derived)
TC-AUTO-0491,REF-MSA-001,Auto baseline for REF-MSA-001: Use MSA date table for effective dating,Given a claim date is evaluated for MSA wage rates | When MSA wage rate effective dates are applied | Example: dob=1970-01-01; thru_date=2021-01-31; cbsa=10180; wage_index=1.0500; base_rate=100.00; claim_date=2021-01-15,Then the effective date table provides the correct date code And the date table governs MSA wage rate selection,Synthetic (auto-derived)
TC-AUTO-0492,REF-MSA-002,Auto baseline for REF-MSA-002: Use MSA mapping entries for lookup,Given a claim includes an MSA code | When the MSA wage rate is looked up | Example: dob=1970-01-01; thru_date=2021-01-31; cbsa=10180; wage_index=1.0500; base_rate=100.00,Then the MSA entry is found using the mapping table And the mapping points to the correct wage rate record,Synthetic (auto-derived)
TC-AUTO-0493,REF-BASE-001,Auto baseline for REF-BASE-001: Use base rate records for payment initialization,Given a claim requires a base payment rate | When the base rate is looked up | Example: base_rate=100.00,Then the effective base rate is selected for the claim And the base rate is available for downstream calculations,Synthetic (auto-derived)
TC-AUTO-0494,REF-BUNDCBSA-001,Auto baseline for REF-BUNDCBSA-001: Use bundled CBSA wage index records,Given a claim requires a bundled CBSA wage index | When the bundled CBSA wage index is looked up | Example: height_cm=170; weight_kg=70; dob=1970-01-01; thru_date=2021-01-31; cbsa=10180; wage_index=1.0500,Then the effective wage index factor is selected for the claim And the factor is available for downstream calculations,Synthetic (auto-derived)
TC-AUTO-0495,REF-BILL-001,Auto baseline for REF-BILL-001: Use bill input fields for pricing rules,Given a claim is represented by BILL-NEW-DATA | When the claim is validated and priced,Then the defined bill fields provide required inputs And the field layout is used consistently across modules,Synthetic (auto-derived)
TC-AUTO-0496,REF-WAGECPY-001,Auto baseline for REF-WAGECPY-001: Use MSA wage adjusted rate fields,Given MSA wage rate data is available | When wage rate inputs are received | Example: dob=1970-01-01; thru_date=2021-01-31; cbsa=10180; wage_index=1.0500; base_rate=100.00,Then the MSA wage adjusted rate fields are available And the effective date is included,Synthetic (auto-derived)
TC-AUTO-0497,REF-WAGECPY-002,Auto baseline for REF-WAGECPY-002: Use CBSA wage index records,Given CBSA wage index data is available | When wage index inputs are received | Example: height_cm=170; weight_kg=70; dob=1970-01-01; thru_date=2021-01-31; cbsa=10180; wage_index=1.0500,Then composite and bundled CBSA wage index fields are available And the effective dates are included,Synthetic (auto-derived)
TC-AUTO-0498,REF-RTC-001,Auto baseline for REF-RTC-001: Interpret calculation return codes,Given the return code is set | When the return code is between 02 and 35,Then the code maps to a defined adjustment combination And the meaning matches the return code table,Synthetic (auto-derived)
TC-AUTO-0499,REF-RTC-002,Auto baseline for REF-RTC-002: Interpret validation error return codes,Given a claim is rejected | When the return code is between 50 and 99,Then the code indicates the validation failure reason And the meaning matches the return code table,Synthetic (auto-derived)
TC-AUTO-0500,REF-BASECBSA-001,Auto baseline for REF-BASECBSA-001: Use composite CBSA wage index records,Given a claim requires a composite CBSA wage index | When the composite CBSA wage index is looked up | Example: height_cm=170; weight_kg=70; dob=1970-01-01; thru_date=2021-01-31; cbsa=10180; wage_index=1.0500,Then the effective wage index factor is selected for the claim And the factor is available for downstream calculations,Synthetic (auto-derived)
TC-AUTO-0501,REF-DS-001,Auto baseline for REF-DS-001: Use dialog system error codes to branch runtime behavior,Given the dialog system control block is loaded | When environment error codes are checked,Then the runtime path is determined by the control block values And error handling follows the appropriate environment rules,Synthetic (auto-derived)
TC-AUTO-0502,CAL056-001B,Auto baseline for CAL056-001B: Reject claims with invalid special payment indicator,"Given the special payment indicator is not ""1"" or blank | When bill elements are validated | Example: spec_payment_ind=9",Then the return code is 53 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0503,CAL056-001N,Auto baseline for CAL056-001N: Reject claims with invalid date of birth,Given the date of birth is missing or non-numeric | When bill elements are validated,Then the return code is 54 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0504,CAL056-001E,Auto baseline for CAL056-001E: Reject claims with invalid weight,Given the patient weight is zero or non-numeric | When bill elements are validated | Example: weight_kg=0,Then the return code is 55 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0505,CAL056-001F,Auto baseline for CAL056-001F: Reject claims with invalid height,Given the patient height is zero or non-numeric | When bill elements are validated | Example: height_cm=0,Then the return code is 56 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0506,CAL056-001C,Auto baseline for CAL056-001C: Reject claims with invalid revenue code,Given the revenue code is not an allowed dialysis revenue code | When bill elements are validated | Example: rev_code=0999,Then the return code is 57 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0507,CAL056-000,Auto baseline for CAL056-000: Reject claims with invalid condition codes,Given the claim condition code is not in the allowed set | When bill elements are validated | Example: cond_code=99,Then the return code is 58 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0508,CAL056-001G,Auto baseline for CAL056-001G: Reject claims with height over 300,Given the patient height exceeds 300 | When bill elements are validated | Example: height_cm=301,Then the return code is 71 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0509,CAL056-001H,Auto baseline for CAL056-001H: Reject claims with weight over 500,Given the patient weight exceeds 500 | When bill elements are validated | Example: weight_kg=510,Then the return code is 72 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0510,CAL056-008,Auto baseline for CAL056-008: Compute patient age for factor selection,Given the claim includes DOB and thru date | When patient age is determined | Example: dob=1970-01-01; thru_date=2021-01-31,Then age is adjusted for birth month relative to service month And age is available for factor selection,Synthetic (auto-derived)
TC-AUTO-0511,CAL056-003B,Auto baseline for CAL056-003B: Apply age adjustment factor by age band,Given patient age has been calculated | When age adjustment factors are selected | Example: dob=1970-01-01; thru_date=2021-01-31,Then the factor matches the age band logic in the module And the factor is stored for payment calculation,Synthetic (auto-derived)
TC-AUTO-0512,CAL056-004,Auto baseline for CAL056-004: Compute BSA adjustment factor,Given patient height and weight are available | When BSA is calculated | Example: height_cm=170; weight_kg=70; dob=2010-01-01; thru_date=2021-01-31,Then adult BSA factor is computed from the BSA formula And pediatric BSA factor defaults to 1.000,Synthetic (auto-derived)
TC-AUTO-0513,CAL056-005,Auto baseline for CAL056-005: Compute BMI adjustment factor,Given patient height and weight are available | When BMI is calculated | Example: height_cm=170; weight_kg=50,Then low BMI factor is applied when criteria are met And otherwise BMI factor defaults to 1.000,Synthetic (auto-derived)
TC-AUTO-0514,CAL056-015,Auto baseline for CAL056-015: Apply condition code add-ons and per-diem adjustments,Given the claim includes condition and revenue codes | When condition code add-ons or per-diem factors apply | Example: cond_code=74; rev_code=0821,Then add-ons or per-diem adjustments are applied as defined And the adjusted payment amount is stored,Synthetic (auto-derived)
TC-AUTO-0515,CAL056-016B,Auto baseline for CAL056-016B: Set final payment amount,Given the payment amount has been computed | When the final payment is determined,Then PPS-FINAL-PAY-AMT is set And the final amount is ready for output,Synthetic (auto-derived)
TC-AUTO-0516,CAL062-001B,Auto baseline for CAL062-001B: Reject claims with invalid special payment indicator,"Given the special payment indicator is not ""1"" or blank | When bill elements are validated | Example: spec_payment_ind=9",Then the return code is 53 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0517,CAL062-001N,Auto baseline for CAL062-001N: Reject claims with invalid date of birth,Given the date of birth is missing or non-numeric | When bill elements are validated,Then the return code is 54 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0518,CAL062-001E,Auto baseline for CAL062-001E: Reject claims with invalid weight,Given the patient weight is zero or non-numeric | When bill elements are validated | Example: weight_kg=0,Then the return code is 55 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0519,CAL062-001F,Auto baseline for CAL062-001F: Reject claims with invalid height,Given the patient height is zero or non-numeric | When bill elements are validated | Example: height_cm=0,Then the return code is 56 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0520,CAL062-001C,Auto baseline for CAL062-001C: Reject claims with invalid revenue code,Given the revenue code is not an allowed dialysis revenue code | When bill elements are validated | Example: rev_code=0999,Then the return code is 57 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0521,CAL062-000,Auto baseline for CAL062-000: Reject claims with invalid condition codes,Given the claim condition code is not in the allowed set | When bill elements are validated | Example: cond_code=99,Then the return code is 58 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0522,CAL062-001G,Auto baseline for CAL062-001G: Reject claims with height over 300,Given the patient height exceeds 300 | When bill elements are validated | Example: height_cm=301,Then the return code is 71 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0523,CAL062-001H,Auto baseline for CAL062-001H: Reject claims with weight over 500,Given the patient weight exceeds 500 | When bill elements are validated | Example: weight_kg=510,Then the return code is 72 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0524,CAL062-008,Auto baseline for CAL062-008: Compute patient age for factor selection,Given the claim includes DOB and thru date | When patient age is determined | Example: dob=1970-01-01; thru_date=2021-01-31,Then age is adjusted for birth month relative to service month And age is available for factor selection,Synthetic (auto-derived)
TC-AUTO-0525,CAL062-003B,Auto baseline for CAL062-003B: Apply age adjustment factor by age band,Given patient age has been calculated | When age adjustment factors are selected | Example: dob=1970-01-01; thru_date=2021-01-31,Then the factor matches the age band logic in the module And the factor is stored for payment calculation,Synthetic (auto-derived)
TC-AUTO-0526,CAL062-004,Auto baseline for CAL062-004: Compute BSA adjustment factor,Given patient height and weight are available | When BSA is calculated | Example: height_cm=170; weight_kg=70; dob=2010-01-01; thru_date=2021-01-31,Then adult BSA factor is computed from the BSA formula And pediatric BSA factor defaults to 1.000,Synthetic (auto-derived)
TC-AUTO-0527,CAL062-005,Auto baseline for CAL062-005: Compute BMI adjustment factor,Given patient height and weight are available | When BMI is calculated | Example: height_cm=170; weight_kg=50,Then low BMI factor is applied when criteria are met And otherwise BMI factor defaults to 1.000,Synthetic (auto-derived)
TC-AUTO-0528,CAL062-016,Auto baseline for CAL062-016: Compute wage-adjusted payment amount,Given wage indexes and case-mix factors are available | When the wage-adjusted payment is calculated | Example: dob=1970-01-01; thru_date=2021-01-31; cbsa=10180; wage_index=1.0500,Then the payment uses blend percentages when applicable And the final payment amount is produced,Synthetic (auto-derived)
TC-AUTO-0529,CAL062-015,Auto baseline for CAL062-015: Apply condition code add-ons and per-diem adjustments,Given the claim includes condition and revenue codes | When condition code add-ons or per-diem factors apply | Example: cond_code=74; rev_code=0821,Then add-ons or per-diem adjustments are applied as defined And the adjusted payment amount is stored,Synthetic (auto-derived)
TC-AUTO-0530,CAL062-016B,Auto baseline for CAL062-016B: Set final payment amount,Given the payment amount has been computed | When the final payment is determined,Then PPS-FINAL-PAY-AMT is set And the final amount is ready for output,Synthetic (auto-derived)
TC-AUTO-0531,CAL070-001B,Auto baseline for CAL070-001B: Reject claims with invalid special payment indicator,"Given the special payment indicator is not ""1"" or blank | When bill elements are validated | Example: spec_payment_ind=9",Then the return code is 53 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0532,CAL070-001N,Auto baseline for CAL070-001N: Reject claims with invalid date of birth,Given the date of birth is missing or non-numeric | When bill elements are validated,Then the return code is 54 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0533,CAL070-001E,Auto baseline for CAL070-001E: Reject claims with invalid weight,Given the patient weight is zero or non-numeric | When bill elements are validated | Example: weight_kg=0,Then the return code is 55 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0534,CAL070-001F,Auto baseline for CAL070-001F: Reject claims with invalid height,Given the patient height is zero or non-numeric | When bill elements are validated | Example: height_cm=0,Then the return code is 56 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0535,CAL070-001C,Auto baseline for CAL070-001C: Reject claims with invalid revenue code,Given the revenue code is not an allowed dialysis revenue code | When bill elements are validated | Example: rev_code=0999,Then the return code is 57 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0536,CAL070-000,Auto baseline for CAL070-000: Reject claims with invalid condition codes,Given the claim condition code is not in the allowed set | When bill elements are validated | Example: cond_code=99,Then the return code is 58 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0537,CAL070-001G,Auto baseline for CAL070-001G: Reject claims with height over 300,Given the patient height exceeds 300 | When bill elements are validated | Example: height_cm=301,Then the return code is 71 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0538,CAL070-001H,Auto baseline for CAL070-001H: Reject claims with weight over 500,Given the patient weight exceeds 500 | When bill elements are validated | Example: weight_kg=510,Then the return code is 72 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0539,CAL070-008,Auto baseline for CAL070-008: Compute patient age for factor selection,Given the claim includes DOB and thru date | When patient age is determined | Example: dob=1970-01-01; thru_date=2021-01-31,Then age is adjusted for birth month relative to service month And age is available for factor selection,Synthetic (auto-derived)
TC-AUTO-0540,CAL070-003B,Auto baseline for CAL070-003B: Apply age adjustment factor by age band,Given patient age has been calculated | When age adjustment factors are selected | Example: dob=1970-01-01; thru_date=2021-01-31,Then the factor matches the age band logic in the module And the factor is stored for payment calculation,Synthetic (auto-derived)
TC-AUTO-0541,CAL070-004,Auto baseline for CAL070-004: Compute BSA adjustment factor,Given patient height and weight are available | When BSA is calculated | Example: height_cm=170; weight_kg=70; dob=2010-01-01; thru_date=2021-01-31,Then adult BSA factor is computed from the BSA formula And pediatric BSA factor defaults to 1.000,Synthetic (auto-derived)
TC-AUTO-0542,CAL070-005,Auto baseline for CAL070-005: Compute BMI adjustment factor,Given patient height and weight are available | When BMI is calculated | Example: height_cm=170; weight_kg=50,Then low BMI factor is applied when criteria are met And otherwise BMI factor defaults to 1.000,Synthetic (auto-derived)
TC-AUTO-0543,CAL070-016,Auto baseline for CAL070-016: Compute wage-adjusted payment amount,Given wage indexes and case-mix factors are available | When the wage-adjusted payment is calculated | Example: dob=1970-01-01; thru_date=2021-01-31; cbsa=10180; wage_index=1.0500,Then the payment uses blend percentages when applicable And the final payment amount is produced,Synthetic (auto-derived)
TC-AUTO-0544,CAL070-015,Auto baseline for CAL070-015: Apply condition code add-ons and per-diem adjustments,Given the claim includes condition and revenue codes | When condition code add-ons or per-diem factors apply | Example: cond_code=74; rev_code=0821,Then add-ons or per-diem adjustments are applied as defined And the adjusted payment amount is stored,Synthetic (auto-derived)
TC-AUTO-0545,CAL070-016B,Auto baseline for CAL070-016B: Set final payment amount,Given the payment amount has been computed | When the final payment is determined,Then PPS-FINAL-PAY-AMT is set And the final amount is ready for output,Synthetic (auto-derived)
TC-AUTO-0546,CAL071-001B,Auto baseline for CAL071-001B: Reject claims with invalid special payment indicator,"Given the special payment indicator is not ""1"" or blank | When bill elements are validated | Example: spec_payment_ind=9",Then the return code is 53 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0547,CAL071-001N,Auto baseline for CAL071-001N: Reject claims with invalid date of birth,Given the date of birth is missing or non-numeric | When bill elements are validated,Then the return code is 54 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0548,CAL071-001E,Auto baseline for CAL071-001E: Reject claims with invalid weight,Given the patient weight is zero or non-numeric | When bill elements are validated | Example: weight_kg=0,Then the return code is 55 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0549,CAL071-001F,Auto baseline for CAL071-001F: Reject claims with invalid height,Given the patient height is zero or non-numeric | When bill elements are validated | Example: height_cm=0,Then the return code is 56 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0550,CAL071-001C,Auto baseline for CAL071-001C: Reject claims with invalid revenue code,Given the revenue code is not an allowed dialysis revenue code | When bill elements are validated | Example: rev_code=0999,Then the return code is 57 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0551,CAL071-000,Auto baseline for CAL071-000: Reject claims with invalid condition codes,Given the claim condition code is not in the allowed set | When bill elements are validated | Example: cond_code=99,Then the return code is 58 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0552,CAL071-001G,Auto baseline for CAL071-001G: Reject claims with height over 300,Given the patient height exceeds 300 | When bill elements are validated | Example: height_cm=301,Then the return code is 71 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0553,CAL071-001H,Auto baseline for CAL071-001H: Reject claims with weight over 500,Given the patient weight exceeds 500 | When bill elements are validated | Example: weight_kg=510,Then the return code is 72 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0554,CAL071-008,Auto baseline for CAL071-008: Compute patient age for factor selection,Given the claim includes DOB and thru date | When patient age is determined | Example: dob=1970-01-01; thru_date=2021-01-31,Then age is adjusted for birth month relative to service month And age is available for factor selection,Synthetic (auto-derived)
TC-AUTO-0555,CAL071-003B,Auto baseline for CAL071-003B: Apply age adjustment factor by age band,Given patient age has been calculated | When age adjustment factors are selected | Example: dob=1970-01-01; thru_date=2021-01-31,Then the factor matches the age band logic in the module And the factor is stored for payment calculation,Synthetic (auto-derived)
TC-AUTO-0556,CAL071-004,Auto baseline for CAL071-004: Compute BSA adjustment factor,Given patient height and weight are available | When BSA is calculated | Example: height_cm=170; weight_kg=70; dob=2010-01-01; thru_date=2021-01-31,Then adult BSA factor is computed from the BSA formula And pediatric BSA factor defaults to 1.000,Synthetic (auto-derived)
TC-AUTO-0557,CAL071-005,Auto baseline for CAL071-005: Compute BMI adjustment factor,Given patient height and weight are available | When BMI is calculated | Example: height_cm=170; weight_kg=50,Then low BMI factor is applied when criteria are met And otherwise BMI factor defaults to 1.000,Synthetic (auto-derived)
TC-AUTO-0558,CAL071-016,Auto baseline for CAL071-016: Compute wage-adjusted payment amount,Given wage indexes and case-mix factors are available | When the wage-adjusted payment is calculated | Example: dob=1970-01-01; thru_date=2021-01-31; cbsa=10180; wage_index=1.0500,Then the payment uses blend percentages when applicable And the final payment amount is produced,Synthetic (auto-derived)
TC-AUTO-0559,CAL071-015,Auto baseline for CAL071-015: Apply condition code add-ons and per-diem adjustments,Given the claim includes condition and revenue codes | When condition code add-ons or per-diem factors apply | Example: cond_code=74; rev_code=0821,Then add-ons or per-diem adjustments are applied as defined And the adjusted payment amount is stored,Synthetic (auto-derived)
TC-AUTO-0560,CAL071-016B,Auto baseline for CAL071-016B: Set final payment amount,Given the payment amount has been computed | When the final payment is determined,Then PPS-FINAL-PAY-AMT is set And the final amount is ready for output,Synthetic (auto-derived)
TC-AUTO-0561,CAL080-001B,Auto baseline for CAL080-001B: Reject claims with invalid special payment indicator,"Given the special payment indicator is not ""1"" or blank | When bill elements are validated | Example: spec_payment_ind=9",Then the return code is 53 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0562,CAL080-001N,Auto baseline for CAL080-001N: Reject claims with invalid date of birth,Given the date of birth is missing or non-numeric | When bill elements are validated,Then the return code is 54 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0563,CAL080-001E,Auto baseline for CAL080-001E: Reject claims with invalid weight,Given the patient weight is zero or non-numeric | When bill elements are validated | Example: weight_kg=0,Then the return code is 55 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0564,CAL080-001F,Auto baseline for CAL080-001F: Reject claims with invalid height,Given the patient height is zero or non-numeric | When bill elements are validated | Example: height_cm=0,Then the return code is 56 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0565,CAL080-001C,Auto baseline for CAL080-001C: Reject claims with invalid revenue code,Given the revenue code is not an allowed dialysis revenue code | When bill elements are validated | Example: rev_code=0999,Then the return code is 57 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0566,CAL080-000,Auto baseline for CAL080-000: Reject claims with invalid condition codes,Given the claim condition code is not in the allowed set | When bill elements are validated | Example: cond_code=99,Then the return code is 58 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0567,CAL080-001G,Auto baseline for CAL080-001G: Reject claims with height over 300,Given the patient height exceeds 300 | When bill elements are validated | Example: height_cm=301,Then the return code is 71 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0568,CAL080-001H,Auto baseline for CAL080-001H: Reject claims with weight over 500,Given the patient weight exceeds 500 | When bill elements are validated | Example: weight_kg=510,Then the return code is 72 And calculation is not executed,Synthetic (auto-derived)
TC-AUTO-0569,CAL080-008,Auto baseline for CAL080-008: Compute patient age for factor selection,Given the claim includes DOB and thru date | When patient age is determined | Example: dob=1970-01-01; thru_date=2021-01-31,Then age is adjusted for birth month relative to service month And age is available for factor selection,Synthetic (auto-derived)
TC-AUTO-0570,CAL080-003B,Auto baseline for CAL080-003B: Apply age adjustment factor by age band,Given patient age has been calculated | When age adjustment factors are selected | Example: dob=1970-01-01; thru_date=2021-01-31,Then the factor matches the age band logic in the module And the factor is stored for payment calculation,Synthetic (auto-derived)
TC-AUTO-0571,CAL080-004,Auto baseline for CAL080-004: Compute BSA adjustment factor,Given patient height and weight are available | When BSA is calculated | Example: height_cm=170; weight_kg=70; dob=2010-01-01; thru_date=2021-01-31,Then adult BSA factor is computed from the BSA formula And pediatric BSA factor defaults to 1.000,Synthetic (auto-derived)
